name,id,examine,members,lowalch,item_limit,value,highalch,icon
Unfinished potion,3406,I need another ingredient to finish this potion.,t,4,10000,11,6,Unfinished potion.png
Unfired bowl,1791,I need to put this in a pottery oven.,f,1,10000,2,1,Unfired bowl.png
Unfired cup,28193,I need to put this in a pottery oven.,t,1,,1,1,Unfired cup.png
Unfired pie dish,1789,I need to put this in a pottery oven.,f,1,10000,3,1,Unfired pie dish.png
Unfired plant pot,5352,An unfired plant pot.,t,1,10000,1,1,Unfired plant pot.png
Unfired pot,1787,I need to put this in a pottery oven.,f,1,10000,1,1,Unfired pot.png
Unfired pot lid,4438,"This needs firing, then it should fit on a normal-sized pot.",t,4,100,10,6,Unfired pot lid.png
Unholy blessing,20223,"The Dark Lord will rise again with his servant''s aid, greater and more terrible than ever he was.",t,32,5,80,48,Unholy blessing.png
Zamorak mitre,10456,A Zamorak mitre.,t,2000,8,5000,3000,Zamorak mitre.png
Unholy book page set,13151,A set containing the four pages of Zamorak's Unholy Book.,t,2800,5,7000,4200,Unholy book page set.png
Unholy symbol,1724,An unholy symbol of Zamorak.,t,80,125,200,120,Unholy symbol.png
Unicorn horn,237,This horn has restorative properties.,t,8,13000,20,12,Unicorn horn.png
Unicorn horn dust,235,Finely ground horn of Unicorn.,t,8,13000,20,12,Unicorn horn dust.png
Unlit bug lantern,7051,A lantern to aid attacking Harpie bugs.,t,52,40,130,78,Unlit bug lantern.png
Unlit torch,596,An unlit home-made torch.,t,1,40,4,2,Unlit torch.png
Unpowered orb,567,I'd prefer it if it was powered.,t,40,10000,100,60,Unpowered orb.png
Unpowered symbol,1722,An unblessed symbol of Zamorak.,t,80,10000,200,120,Unpowered symbol.png
Unstrung comp bow,4825,An unstrung composite ogre bow.,t,36,10000,90,54,Unstrung comp bow.png
Unstrung emblem,1720,It needs a string so I can wear it.,t,80,10000,200,120,Unstrung emblem.png
Unstrung heavy ballista,19607,Needs a suitably simian rope.,t,20000,8,50000,30000,Unstrung heavy ballista.png
Unstrung light ballista,19604,Needs a suitably simian rope.,t,20000,8,50000,30000,Unstrung light ballista.png
Unstrung symbol,1714,It needs a string so I can wear it.,f,80,10000,200,120,Unstrung symbol.png
Uri's hat,23255,This is top secret comrade...,t,400,4,1000,600,Uri's hat.png
Urium remains,25419,The remains of a deadly shade.,t,1,7500,1,1,Urium remains.png
Ursine chainmace (u),27657,"An ancient and peculiar chainmace, corrupted by the power of Callisto.",t,1,8,1,1,Ursine chainmace (u).png
Urt salt,22597,"A green salt that, when burned with other salts provides various benefits.",t,4,10000,10,6,Urt salt.png
Vampyre dust,3325,That used to be a vampyre!,t,1,11000,2,1,Vampyre dust.png
Varrock teleport (tablet),8007,A teleport to Varrock.,t,1,10000,1,1,Varrock teleport (tablet).png
Veg ball,2195,This looks pretty healthy.,t,1,6000,2,1,Veg ball.png
Vegetable batta,2281,Well... it looks healthy.,t,1,6000,2,1,Vegetable batta.png
Venator bow (uncharged),27612,A bow used by hunters from a forgotten empire.,t,1,,1,1,Venator bow (uncharged).png
Venator ring,28310,An occult ring that grants immense dexterity.,t,1,,1,1,Venator ring.png
Venator shard,27614,A broken shard of an ancient weapon.,t,1,8,1,1,Venator shard.png
Verac's armour set,12875,"A set containing a Verac''s helm, plateskirt, brassard and flail.",t,160000,8,400000,240000,Verac's armour set.png
Verac's brassard,4757,Verac the Defiled's brassard.,t,112000,15,280000,168000,Verac's brassard.png
Verac's brassard 0,4992,Verac the Defiled's brassard.,t,112000,15,280000,168000,Verac's brassard 0.png
Verac's flail,4755,Verac the Defiled's flail.,t,64000,15,160000,96000,Verac's flail.png
Verac's flail 0,4986,Verac the Defiled's flail.,t,64000,15,160000,96000,Verac's flail 0.png
Verac's helm,4753,Verac the Defiled's helm.,t,41200,15,103000,61800,Verac's helm.png
Verac's helm 0,4980,Verac the Defiled's helm.,t,41200,15,103000,61800,Verac's helm 0.png
Verac's plateskirt,4759,Verac the Defiled's plate skirt.,t,110000,15,275000,165000,Verac's plateskirt.png
Verac's plateskirt 0,4998,Verac the Defiled's plate skirt.,t,110000,15,275000,165000,Verac's plateskirt 0.png
Vesta's longsword,22613,A powerful longsword.,t,120000,10,300000,180000,Vesta's longsword.png
Vesta's spear,22610,A powerful spear.,t,120000,10,300000,180000,Vesta's spear.png
Vial,229,An empty glass vial.,f,1,13000,2,1,Vial.png
Vial of blood,22446,A glass vial containing blood.,t,40,13000,100,60,Vial of blood.png
Vial of water,227,A glass vial containing water.,f,1,13000,2,1,Vial of water.png
Viggora's chainmace (u),22542,An ancient chainmace with a peculiar mechanism that allows for varying attack styles.,t,48000,8,120000,72000,Viggora's chainmace (u).png
Vile ashes,25769,A heap of ashes.,f,1,3000,1,1,Vile ashes.png
Villager armband (blue),6359,"A light blue armband, as worn by the Tai Bwo Wannai locals.",t,60,150,150,90,Villager armband (blue).png
Villager armband (brown),6347,"A brown armband, as worn by the Tai Bwo Wannai locals.",t,60,150,150,90,Villager armband (brown).png
Villager armband (pink),6379,"A white armband, as worn by the Tai Bwo Wannai locals.",t,60,150,150,90,Villager armband (pink).png
Villager armband (yellow),6369,"A dark blue armband, as worn by the Tai Bwo Wannai locals.",t,60,150,150,90,Villager armband (yellow).png
Villager hat (blue),6355,A brightly coloured hat prized by the Tai Bwo Wannai peoples.,t,80,150,200,120,Villager hat (blue).png
Villager hat (brown),6345,A brightly coloured hat prized by the Tai Bwo Wannai peoples.,t,80,150,200,120,Villager hat (brown).png
Villager hat (pink),6375,A brightly coloured hat prized by the Tai Bwo Wannai peoples.,t,80,150,200,120,Villager hat (pink).png
Villager hat (yellow),6365,A brightly coloured hat prized by the Tai Bwo Wannai peoples.,t,80,150,200,120,Villager hat (yellow).png
Villager robe (blue),6353,A brightly coloured robe prized by the Tai Bwo Wannai peoples.,t,100,150,250,150,Villager robe (blue).png
Villager robe (brown),6343,A brightly coloured robe prized by the Tai Bwo Wannai peoples.,t,100,150,250,150,Villager robe (brown).png
Villager robe (pink),6373,A brightly coloured robe prized by the Tai Bwo Wannai peoples.,t,100,150,250,150,Villager robe (pink).png
Villager robe (yellow),6363,A brightly coloured robe prized by the Tai Bwo Wannai peoples.,t,100,150,250,150,Villager robe (yellow).png
Villager sandals (blue),6357,A brightly coloured pair of local sandals.,t,40,150,100,60,Villager sandals (blue).png
Villager sandals (brown),6349,A brightly coloured pair of local sandals.,t,40,150,100,60,Villager sandals (brown).png
Villager sandals (pink),6377,A brightly coloured pair of local sandals.,t,40,150,100,60,Villager sandals (pink).png
Villager sandals (yellow),6367,A brightly coloured pair of local sandals.,t,40,150,100,60,Villager sandals (yellow).png
Virtus mask,26241,An ancient mage's mask.,t,1,8,1,1,Virtus mask.png
Virtus robe bottom,26245,An ancient mage's robe bottom.,t,1,,1,1,Virtus robe bottom.png
Virtus robe top,26243,An ancient mage's robe top.,t,1,,1,1,Virtus robe top.png
Vodka,2015,An absolutely clear spirit.,t,2,13000,5,3,Vodka.png
Voidwaker,27690,A truly fearsome weapon.,t,1,70,1,1,Voidwaker.png
Voidwaker blade,27684,The blade of a broken sword.,t,1,,1,1,Voidwaker blade.png
Voidwaker gem,27687,The gem of a broken sword.,t,1,,1,1,Voidwaker gem.png
Voidwaker hilt,27681,The hilt of a broken sword.,t,1,,1,1,Voidwaker hilt.png
Volatile orb,24514,"An ancient magical orb, corrupted by darkness.",t,1,8,1,1,Volatile orb.png
Volcanic ash,21622,One of the ingredients for making ultra compost.,t,80,13000,200,120,Volcanic ash.png
Volcanic whip mix,12771,How has lava been stored like this...?,t,1,4,1,1,Volcanic whip mix.png
Vyrewatch legs,9636,Dress like the powerful vyrewatch!,t,200,150,500,300,Vyrewatch legs.png
Vyrewatch shoes,9638,Dress like the powerful vyrewatch!,t,200,150,500,300,Vyrewatch shoes.png
Vyrewatch top,9634,Dress like the powerful vyrewatch!,t,200,150,500,300,Vyrewatch top.png
War blessing,20232,The blood of the soldier makes the glory of the general.,t,32,5,80,48,War blessing.png
Ward upgrade kit,12802,Makes a malediction or odium ward more beautiful.,t,600,50,1500,900,Ward upgrade kit.png
Warped sceptre,28585,A magical warped weapon.,t,1,,1,1,Warped sceptre.png
Warped sceptre (uncharged),28583,A magical warped weapon.,t,1,,1,1,Warped sceptre (uncharged).png
Warrior helm,3753,This helmet is worn by warriors.,t,24000,70,60000,36000,Warrior helm.png
Warrior icon,28301,The icon of a warrior.,t,1,,1,1,Warrior icon.png
Warrior ring,6735,A legendary ring once worn by Fremennik warriors.,t,4000,8,10000,6000,Warrior ring.png
Watchtower teleport (tablet),8012,A teleport to the Yanille Watchtower.,t,1,10000,1,1,Watchtower teleport (tablet).png
Water battlestaff,1395,It's a slightly magical stick.,t,6200,18000,15500,9300,Water battlestaff.png
Water orb,571,A magic glowing orb.,t,120,11000,300,180,Water orb.png
Water rune,555,One of the 4 basic elemental Runes.,f,1,50000,4,2,Water rune.png
Water talisman,1444,A mysterious power emanates from the talisman...,f,1,11000,4,2,Water talisman.png
Water tiara,5531,A tiara infused with the properties of water.,f,40,40,100,60,Water tiara.png
Waterbirth teleport (tablet),24953,A teleport to Waterbirth Island.,t,1,10000,1,1,Waterbirth teleport (tablet).png
Watering can,5331,This watering can is empty.,t,3,40,8,4,Watering can.png
Watermelon,5982,A juicy watermelon.,t,19,11000,48,28,Watermelon.png
Watermelon seed,5321,A watermelon seed - plant in an allotment.,t,22,200,56,33,Watermelon seed 5.png
Watermelon slice,5984,A slice of watermelon.,t,6,11000,16,9,Watermelon slice.png
Waterskin(0),1831,A completely empty waterskin - you'll need to fill it up.,t,6,10000,15,9,Waterskin(0).png
Waterskin(4),1823,A full waterskin with four portions of water.,t,12,2000,30,18,Waterskin(4).png
Watson teleport,23387,Teleports you to Watson's house in Great Kourend.,t,4,10000,10,6,Watson teleport.png
Weapon poison,187,For use on daggers and projectiles.,t,57,2000,144,86,Weapon poison.png
Weapon poison(+),5937,"A vial of extra strong weapon poison, for spears and daggers.",t,115,2000,288,172,Weapon poison(+).png
Weapon poison(++),5940,"A vial of super strong weapon poison, for spears and daggers.",t,172,2000,432,259,Weapon poison(++).png
Webweaver bow (u),27652,"A bow of a follower of Armadyl, corrupted by the power of Venenatis.",t,1,,1,1,Webweaver bow (u).png
Weeds,6055,A handful of weeds.,t,1,600,1,1,Weeds.png
West ardougne teleport (tablet),19623,A teleport to West Ardougne.,t,1,10000,1,1,West ardougne teleport (tablet).png
Whisky,2017,A bottle of Draynor Malt.,t,2,13000,5,3,Whisky.png
White 2h sword,6609,A two handed sword.,t,768,125,1920,1152,White 2h sword.png
White apron,1005,A mostly clean apron.,f,1,150,2,1,White apron.png
White battleaxe,6589,A vicious looking axe.,t,499,125,1248,748,White battleaxe.png
White bead,1476,A small round white bead.,f,1,11000,4,2,White bead.png
White beret,2637,Parlez-vous francais?,t,32,4,80,48,White beret.png
White berries,239,"Sour berries, used in potions.",t,4,13000,10,6,White berries.png
White boater,12313,Stylish!,t,90,4,225,135,White boater.png
White boots,6619,These will protect my feet.,t,230,125,576,345,White boots.png
White cavalier,12321,All for one and one for all!,t,80,4,200,120,White cavalier.png
White chainbody,6615,A series of connected metal rings.,t,576,125,1440,864,White chainbody.png
White claws,6587,A set of fighting claws.,t,144,125,360,216,White claws.png
White dagger,6591,A vicious white dagger.,t,96,125,240,144,White dagger.png
White dagger(p),6593,This dagger is poisoned.,t,96,125,240,144,White dagger(p).png
White dagger(p+),6595,This dagger is poisoned.,t,96,125,240,144,White dagger(p+).png
White dagger(p++),6597,This dagger is poisoned.,t,96,125,240,144,White dagger(p++).png
White dark bow paint,12763,Paints things white!,t,1,4,1,1,White dark bow paint.png
White elegant blouse,10420,A well made elegant ladies' white blouse.,t,800,4,2000,1200,White elegant blouse.png
White elegant skirt,10422,A rather elegant white skirt.,t,800,4,2000,1200,White elegant skirt.png
White firelighter,10327,Makes firelighting a lot easier.,t,6,250,15,9,White firelighter.png
White flowers,2474,A posy of flowers.,t,40,150,100,60,White flowers.png
White full helm,6623,A full face helmet.,t,422,125,1056,633,White full helm.png
White gloves,6629,These will keep my hands warm!,t,2,125,6,3,White gloves.png
White halberd,6599,A white halberd.,t,768,125,1920,1152,White halberd.png
White headband,12299,A minimalist's hat.,t,16,4,40,24,White headband.png
White kiteshield,6633,A large metal shield.,t,652,125,1632,979,White kiteshield.png
White lily,22932,A fully bloomed White lily.,t,2,600,5,3,White lily.png
White lily seed,22887,A white lily seed - plant in a flower patch.,t,120,600,300,180,White lily seed 5.png
White longsword,6607,A razor sharp longsword.,t,384,125,960,576,White longsword.png
White mace,6601,A spiky mace.,t,172,125,432,259,White mace.png
White magic staff,6603,A Magical staff.,t,80,125,200,120,White magic staff.png
White med helm,6621,A medium sized helmet.,t,230,125,576,345,White med helm.png
White partyhat,1048,A nice hat from a cracker.,f,1,5,1,1,White partyhat.png
White platebody,6617,Provides excellent protection.,t,1536,125,3840,2304,White platebody.png
White platelegs,6625,"Big, White and heavy looking.",t,768,125,1920,1152,White platelegs.png
White plateskirt,6627,"Big, White and heavy looking.",t,768,125,1920,1152,White plateskirt.png
White scimitar,6611,"A vicious, curved sword.",t,307,125,768,460,White scimitar.png
White sq shield,6631,A medium square shield.,t,460,125,1152,691,White sq shield.png
White sword,6605,A razor sharp sword.,t,249,125,624,374,White sword.png
White toy horsey,2522,A white toy horse.,f,40,150,100,60,White toy horsey.png
White unicorn mask,20269,Pointy rainbows.,t,400,4,1000,600,White unicorn mask.png
White warhammer,6613,I don't think it's intended for joinery.,t,392,125,980,588,White warhammer.png
Whiteberry seed,5105,A whiteberry bush seed - plant in a bush patch.,t,53,200,133,79,Whiteberry seed 5.png
Wild pie,7208,A triumph of man over nature.,t,72,10000,182,109,Wild pie.png
Wildblood hops,6002,A handful of Wildblood Hops.,t,6,11000,15,9,Wildblood hops.png
Wildblood seed,5311,A Wildblood hop seed - plant in a hops patch.,t,5,2000,14,8,Wildblood seed 5.png
Wilderness crabs teleport,24251,"A teleport to near the dark crab fishing spots, in level 33 Wilderness.",t,24,,62,37,Wilderness crabs teleport.png
Willow bird house,21518,Feed and catch the birds by placing this in the right spot.,t,2,250,5,3,Willow bird house.png
Willow blackjack,4600,A handy little club made out of willow.,t,240,125,600,360,Willow blackjack.png
Willow blackjack(d),6414,A defensive blackjack.,t,320,125,800,480,Willow blackjack(d).png
Willow blackjack(o),6412,An offensive blackjack.,t,320,125,800,480,Willow blackjack(o).png
Willow branch,5933,A branch from a willow tree.,t,1,11000,2,1,Willow branch.png
Willow comp bow,10280,A powerful bow made from willow wood.,f,120,8,300,180,Willow comp bow.png
Willow leaves,6024,A pile of Willow tree leaves.,t,1,,1,1,Willow leaves.png
Willow logs,1519,Logs cut from a willow tree.,f,16,15000,40,24,Willow logs.png
Willow longbow,847,A nice sturdy bow made out of willow.,f,128,18000,320,192,Willow longbow.png
Willow longbow (u),58,An unstrung willow longbow; I need a bowstring for this.,t,64,10000,160,96,Willow longbow (u).png
Willow pyre logs,3442,Willow logs prepared with sacred oil for a funeral pyre.,t,32,11000,80,48,Willow pyre logs.png
Willow roots,6045,The roots of the Willow tree.,t,1,11000,1,1,Willow roots.png
Willow sapling,5371,This sapling is ready to be replanted in a tree patch.,t,1,200,1,1,Willow sapling.png
Willow seed,5313,Plant this in a plantpot of soil to grow a sapling.,t,6,200,16,9,Willow seed 5.png
Willow shield,22254,A solid willow shield.,t,64,125,160,96,Willow shield.png
Willow shortbow,849,"A shortbow made out of willow, still effective.",f,80,18000,200,120,Willow shortbow.png
Willow shortbow (u),60,An unstrung willow shortbow; I need a bowstring for this.,t,40,10000,100,60,Willow shortbow (u).png
Willow stock,9444,A willow crossbow stock.,t,21,10000,53,31,Willow stock.png
Wine of zamorak,245,An evil wine for an evil god.,f,1,11000,1,1,Wine of zamorak.png
Wizard blizzard,2054,This looks like a strange mix.,t,12,2000,30,18,Wizard blizzard.png
Wizard boots,2579,Slightly magical boots.,t,80,8,200,120,Wizard boots.png
Wizard hat,1017,A silly pointed hat.,f,1,125,2,1,Wizard hat.png
Wizard's mind bomb,1907,It's got strange bubbles in it.,f,1,2000,2,1,Wizard's mind bomb.png
Woad leaf,1793,A slightly bluish leaf.,f,1,11000,1,1,Woad leaf 5.png
Woad seed,5099,A woad seed - plant in a flower patch.,t,4,600,11,6,Woad seed 5.png
Wolf bones,2859,Bones of a recently slain wolf.,t,1,13000,1,1,Wolf bones.png
Wolf cloak,23410,A very warm wolf cloak.,f,400,4,1000,600,Wolf cloak.png
Wolf mask,23407,Howwwallll!,t,960,4,2400,1440,Wolf mask.png
Wolfbone arrowtips,2861,I can make an ogre arrow with these.,t,1,7000,3,1,Wolfbone arrowtips.png
Wood camo legs,10055,These should make me harder to spot in wooded areas.,t,8,,20,12,Wood camo legs.png
